Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 128, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,048,576
  value_embeds            : 2,097,152
  lm_head                 : 1,048,576
  transformer_matrices    : 786,560
  scalars                 : 8
  total                   : 4,980,872
Estimated FLOPs per token: 1.258368e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.010471 | lrm: 1.00 | dt: 1321ms | tok/sec: 774 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.998067 | lrm: 1.00 | dt: 322ms | tok/sec: 3,175 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.988274 | lrm: 1.00 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.960670 | lrm: 1.00 | dt: 305ms | tok/sec: 3,359 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.954554 | lrm: 1.00 | dt: 211ms | tok/sec: 4,855 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.930305 | lrm: 1.00 | dt: 213ms | tok/sec: 4,799 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.912469 | lrm: 1.00 | dt: 215ms | tok/sec: 4,764 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.880452 | lrm: 1.00 | dt: 220ms | tok/sec: 4,647 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 8.846820 | lrm: 1.00 | dt: 215ms | tok/sec: 4,763 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 8.783105 | lrm: 1.00 | dt: 252ms | tok/sec: 4,067 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 8.657984 | lrm: 1.00 | dt: 227ms | tok/sec: 4,519 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 8.555706 | lrm: 1.00 | dt: 215ms | tok/sec: 4,758 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 8.449858 | lrm: 1.00 | dt: 224ms | tok/sec: 4,563 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 8.379375 | lrm: 1.00 | dt: 242ms | tok/sec: 4,228 | mfu: 0.0% | epoch: 1 | remaining: 299s    
step 00475 (36.1%) | loss: 5.992505 | lrm: 1.00 | dt: 253ms | tok/sec: 4,046 | mfu: 0.0% | epoch: 1 | remaining: 191s    
step 00476 (36.2%) | loss: 5.993017 | lrm: 1.00 | dt: 213ms | tok/sec: 4,802 | mfu: 0.0% | epoch: 1 | remaining: 191s    
step 00477 (36.3%) | loss: 5.988942 | lrm: 1.00 | dt: 225ms | tok/sec: 4,554 | mfu: 0.0% | epoch: 1 | remaining: 191s    
step 00478 (36.3%) | loss: 5.977624 | lrm: 1.00 | dt: 221ms | tok/sec: 4,636 | mfu: 0.0% | epoch: 1 | remaining: 191s    
step 00479 (36.4%) | loss: 5.983309 | lrm: 1.00 | dt: 202ms | tok/sec: 5,064 | mfu: 0.0% | epoch: 1 | remaining: 191s    
step 00480 (36.5%) | loss: 5.996748 | lrm: 1.00 | dt: 215ms | tok/sec: 4,752 | mfu: 0.0% | epoch: 1 | remaining: 190s    
step 00481 (36.5%) | loss: 6.007628 | lrm: 1.00 | dt: 229ms | tok/sec: 4,478 | mfu: 0.0% | epoch: 1 | remaining: 190s    
step 00482 (36.6%) | loss: 6.036703 | lrm: 1.00 | dt: 224ms | tok/sec: 4,578 | mfu: 0.0% | epoch: 1 | remaining: 190s    
step 00483 (36.7%) | loss: 6.065510 | lrm: 1.00 | dt: 212ms | tok/sec: 4,822 | mfu: 0.0% | epoch: 1 | remaining: 190s    
step 00484 (36.8%) | loss: 6.055519 | lrm: 1.00 | dt: 222ms | tok/sec: 4,607 | mfu: 0.0% | epoch: 1 | remaining: 189s    
step 00485 (36.8%) | loss: 6.097903 | lrm: 1.00 | dt: 239ms | tok/sec: 4,285 | mfu: 0.0% | epoch: 1 | remaining: 189s    
step 00486 (36.9%) | loss: 6.093262 | lrm: 1.00 | dt: 202ms | tok/sec: 5,069 | mfu: 0.0% | epoch: 1 | remaining: 189s    
step 00487 (37.0%) | loss: 6.074918 | lrm: 1.00 | dt: 206ms | tok/sec: 4,966 | mfu: 0.0% | epoch: 1 | remaining: 189s    
step 00488 (37.1%) | loss: 6.075057 | lrm: 1.00 | dt: 225ms | tok/sec: 4,551 | mfu: 0.0% | epoch: 1 | remaining: 189s    
step 00489 (37.1%) | loss: 6.025184 | lrm: 1.00 | dt: 213ms | tok/sec: 4,815 | mfu: 0.0% | epoch: 1 | remaining: 188s    
step 00490 (37.2%) | loss: 6.023901 | lrm: 1.00 | dt: 216ms | tok/sec: 4,744 | mfu: 0.0% | epoch: 1 | remaining: 188s    
step 00491 (37.3%) | loss: 6.120600 | lrm: 1.00 | dt: 201ms | tok/sec: 5,085 | mfu: 0.0% | epoch: 1 | remaining: 188s    
step 00492 (37.3%) | loss: 6.123199 | lrm: 1.00 | dt: 228ms | tok/sec: 4,495 | mfu: 0.0% | epoch: 1 | remaining: 188s    
step 00493 (37.4%) | loss: 6.077067 | lrm: 1.00 | dt: 253ms | tok/sec: 4,047 | mfu: 0.0% | epoch: 1 | remaining: 187s    
step 00494 (37.5%) | loss: 6.043748 | lrm: 1.00 | dt: 277ms | tok/sec: 3,698 | mfu: 0.0% | epoch: 1 | remaining: 187s    
step 00495 (37.6%) | loss: 6.076088 | lrm: 1.00 | dt: 236ms | tok/sec: 4,347 | mfu: 0.0% | epoch: 1 | remaining: 187s    
step 00496 (37.7%) | loss: 6.095188 | lrm: 1.00 | dt: 207ms | tok/sec: 4,936 | mfu: 0.0% | epoch: 1 | remaining: 187s    
step 00497 (37.7%) | loss: 6.063607 | lrm: 1.00 | dt: 246ms | tok/sec: 4,157 | mfu: 0.0% | epoch: 1 | remaining: 187s    
step 00498 (37.8%) | loss: 6.006061 | lrm: 1.00 | dt: 210ms | tok/sec: 4,868 | mfu: 0.0% | epoch: 1 | remaining: 186s    
step 00499 (37.9%) | loss: 5.978058 | lrm: 1.00 | dt: 228ms | tok/sec: 4,495 | mfu: 0.0% | epoch: 1 | remaining: 186s    
step 00500 (38.0%) | loss: 5.986504 | lrm: 1.00 | dt: 247ms | tok/sec: 4,139 | mfu: 0.0% | epoch: 1 | remaining: 186s    
step 00501 (38.1%) | loss: 6.029933 | lrm: 1.00 | dt: 203ms | tok/sec: 5,046 | mfu: 0.0% | epoch: 1 | remaining: 186s    
step 00502 (38.1%) | loss: 6.042671 | lrm: 1.00 | dt: 212ms | tok/sec: 4,823 | mfu: 0.0% | epoch: 1 | remaining: 185s    
step 00503 (38.2%) | loss: 6.009631 | lrm: 1.00 | dt: 234ms | tok/sec: 4,384 | mfu: 0.0% | epoch: 1 | remaining: 185s    
step 00504 (38.3%) | loss: 5.981966 | lrm: 1.00 | dt: 207ms | tok/sec: 4,946 | mfu: 0.0% | epoch: 1 | remaining: 185s    
step 00505 (38.3%) | loss: 5.983629 | lrm: 1.00 | dt: 245ms | tok/sec: 4,174 | mfu: 0.0% | epoch: 1 | remaining: 185s    
step 00506 (38.4%) | loss: 5.988147 | lrm: 1.00 | dt: 212ms | tok/sec: 4,837 | mfu: 0.0% | epoch: 1 | remaining: 185s    
step 00507 (38.5%) | loss: 5.937790 | lrm: 1.00 | dt: 230ms | tok/sec: 4,442 | mfu: 0.0% | epoch: 1 | remaining: 184s    
step 00508 (38.6%) | loss: 5.960052 | lrm: 1.00 | dt: 209ms | tok/sec: 4,908 | mfu: 0.0% | epoch: 1 | remaining: 184s    
step 00509 (38.6%) | loss: 5.985140 | lrm: 1.00 | dt: 249ms | tok/sec: 4,120 | mfu: 0.0% | epoch: 1 | remaining: 184s    
step 00510 (38.7%) | loss: 5.997155 | lrm: 1.00 | dt: 201ms | tok/sec: 5,086 | mfu: 0.0% | epoch: 1 | remaining: 184s    
step 00511 (38.8%) | loss: 5.966677 | lrm: 1.00 | dt: 325ms | tok/sec: 3,151 | mfu: 0.0% | epoch: 1 | remaining: 183s    
step 00512 (38.9%) | loss: 5.945837 | lrm: 1.00 | dt: 201ms | tok/sec: 5,097 | mfu: 0.0% | epoch: 1 | remaining: 183s    
step 00513 (39.0%) | loss: 5.973554 | lrm: 1.00 | dt: 226ms | tok/sec: 4,528 | mfu: 0.0% | epoch: 1 | remaining: 183s    
step 00514 (39.0%) | loss: 5.964477 | lrm: 1.00 | dt: 210ms | tok/sec: 4,879 | mfu: 0.0% | epoch: 1 | remaining: 183s    
step 00515 (39.1%) | loss: 5.985700 | lrm: 1.00 | dt: 229ms | tok/sec: 4,472 | mfu: 0.0% | epoch: 1 | remaining: 182s    
step 00516 (39.2%) | loss: 6.023726 | lrm: 1.00 | dt: 221ms | tok/sec: 4,634 | mfu: 0.0% | epoch: 1 | remaining: 182s    
step 00517 (39.3%) | loss: 6.019420 | lrm: 1.00 | dt: 201ms | tok/sec: 5,087 | mfu: 0.0% | epoch: 1 | remaining: 182s    
step 00518 (39.3%) | loss: 5.976690 | lrm: 1.00 | dt: 222ms | tok/sec: 4,603 | mfu: 0.0% | epoch: 1 | remaining: 182s    
step 00519 (39.4%) | loss: 5.997145 | lrm: 1.00 | dt: 237ms | tok/sec: 4,318 | mfu: 0.0% | epoch: 1 | remaining: 182s    
step 00520 (39.5%) | loss: 6.029201 | lrm: 1.00 | dt: 199ms | tok/sec: 5,135 | mfu: 0.0% | epoch: 1 | remaining: 181s    
step 00521 (39.5%) | loss: 6.013903 | lrm: 1.00 | dt: 209ms | tok/sec: 4,903 | mfu: 0.0% | epoch: 1 | remaining: 181s    
step 00522 (39.6%) | loss: 6.034168 | lrm: 1.00 | dt: 215ms | tok/sec: 4,765 | mfu: 0.0% | epoch: 1 | remaining: 181s    
step 00523 (39.7%) | loss: 5.984642 | lrm: 1.00 | dt: 216ms | tok/sec: 4,737 | mfu: 0.0% | epoch: 1 | remaining: 181s    
step 00524 (39.8%) | loss: 5.998919 | lrm: 1.00 | dt: 222ms | tok/sec: 4,603 | mfu: 0.0% | epoch: 1 | remaining: 180s    
step 00525 (39.8%) | loss: 5.990527 | lrm: 1.00 | dt: 240ms | tok/sec: 4,258 | mfu: 0.0% | epoch: 1 | remaining: 180s    
step 00526 (39.9%) | loss: 5.988590 | lrm: 1.00 | dt: 264ms | tok/sec: 3,885 | mfu: 0.0% | epoch: 1 | remaining: 180s    
step 00527 (40.0%) | loss: 5.986133 | lrm: 1.00 | dt: 224ms | tok/sec: 4,570 | mfu: 0.0% | epoch: 1 | remaining: 180s    
step 00528 (40.1%) | loss: 5.994386 | lrm: 1.00 | dt: 246ms | tok/sec: 4,164 | mfu: 0.0% | epoch: 1 | remaining: 180s    
step 00529 (40.2%) | loss: 5.985161 | lrm: 1.00 | dt: 199ms | tok/sec: 5,148 | mfu: 0.0% | epoch: 1 | remaining: 179s    
step 00530 (40.2%) | loss: 5.955423 | lrm: 1.00 | dt: 207ms | tok/sec: 4,937 | mfu: 0.0% | epoch: 1 | remaining: 179s    
step 00531 (40.3%) | loss: 5.944914 | lrm: 1.00 | dt: 214ms | tok/sec: 4,778 | mfu: 0.0% | epoch: 1 | remaining: 179s    
step 00532 (40.4%) | loss: 5.963977 | lrm: 1.00 | dt: 209ms | tok/sec: 4,892 | mfu: 0.0% | epoch: 1 | remaining: 179s    
step 00533 (40.4%) | loss: 5.941359 | lrm: 1.00 | dt: 243ms | tok/sec: 4,219 | mfu: 0.0% | epoch: 1 | remaining: 178s    
step 00534 (40.5%) | loss: 5.966515 | lrm: 1.00 | dt: 201ms | tok/sec: 5,096 | mfu: 0.0% | epoch: 1 | remaining: 178s    
step 00535 (40.6%) | loss: 5.936668 | lrm: 1.00 | dt: 205ms | tok/sec: 4,986 | mfu: 0.0% | epoch: 1 | remaining: 178s    
step 00536 (40.7%) | loss: 5.981312 | lrm: 1.00 | dt: 213ms | tok/sec: 4,805 | mfu: 0.0% | epoch: 1 | remaining: 178s    
step 00537 (40.7%) | loss: 5.991160 | lrm: 1.00 | dt: 223ms | tok/sec: 4,590 | mfu: 0.0% | epoch: 1 | remaining: 178s    
step 00538 (40.8%) | loss: 5.986038 | lrm: 1.00 | dt: 226ms | tok/sec: 4,536 | mfu: 0.0% | epoch: 1 | remaining: 177s    
step 00539 (40.9%) | loss: 5.938135 | lrm: 1.00 | dt: 240ms | tok/sec: 4,260 | mfu: 0.0% | epoch: 1 | remaining: 177s    
step 00540 (41.0%) | loss: 5.969904 | lrm: 1.00 | dt: 254ms | tok/sec: 4,036 | mfu: 0.0% | epoch: 1 | remaining: 177s    
step 00541 (41.0%) | loss: 5.964887 | lrm: 1.00 | dt: 254ms | tok/sec: 4,032 | mfu: 0.0% | epoch: 1 | remaining: 177s    
step 00542 (41.1%) | loss: 5.980504 | lrm: 1.00 | dt: 217ms | tok/sec: 4,726 | mfu: 0.0% | epoch: 1 | remaining: 176s    
step 00543 (41.2%) | loss: 5.965822 | lrm: 1.00 | dt: 226ms | tok/sec: 4,524 | mfu: 0.0% | epoch: 1 | remaining: 176s    
step 00544 (41.3%) | loss: 6.012520 | lrm: 1.00 | dt: 224ms | tok/sec: 4,567 | mfu: 0.0% | epoch: 1 | remaining: 176s    
step 00545 (41.3%) | loss: 5.986021 | lrm: 1.00 | dt: 211ms | tok/sec: 4,852 | mfu: 0.0% | epoch: 1 | remaining: 176s    
step 00546 (41.4%) | loss: 5.999294 | lrm: 1.00 | dt: 257ms | tok/sec: 3,979 | mfu: 0.0% | epoch: 1 | remaining: 175s    
step 00547 (41.5%) | loss: 5.972234 | lrm: 1.00 | dt: 208ms | tok/sec: 4,930 | mfu: 0.0% | epoch: 1 | remaining: 175s    
step 00548 (41.6%) | loss: 5.935312 | lrm: 1.00 | dt: 206ms | tok/sec: 4,966 | mfu: 0.0% | epoch: 1 | remaining: 175s    
step 00549 (41.6%) | loss: 5.900578 | lrm: 1.00 | dt: 259ms | tok/sec: 3,948 | mfu: 0.0% | epoch: 1 | remaining: 175s    
step 00550 (41.7%) | loss: 5.890643 | lrm: 1.00 | dt: 246ms | tok/sec: 4,157 | mfu: 0.0% | epoch: 1 | remaining: 175s    
step 00551 (41.8%) | loss: 5.912207 | lrm: 1.00 | dt: 202ms | tok/sec: 5,073 | mfu: 0.0% | epoch: 1 | remaining: 174s    
step 00552 (41.9%) | loss: 5.930715 | lrm: 1.00 | dt: 230ms | tok/sec: 4,443 | mfu: 0.0% | epoch: 1 | remaining: 174s    
step 00553 (42.0%) | loss: 5.970600 | lrm: 1.00 | dt: 258ms | tok/sec: 3,971 | mfu: 0.0% | epoch: 1 | remaining: 174s    
step 00554 (42.0%) | loss: 5.981682 | lrm: 1.00 | dt: 243ms | tok/sec: 4,215 | mfu: 0.0% | epoch: 1 | remaining: 174s    
step 00555 (42.1%) | loss: 5.955684 | lrm: 1.00 | dt: 263ms | tok/sec: 3,897 | mfu: 0.0% | epoch: 1 | remaining: 173s    
step 00556 (42.2%) | loss: 5.964045 | lrm: 1.00 | dt: 236ms | tok/sec: 4,341 | mfu: 0.0% | epoch: 1 | remaining: 173s    
step 00557 (42.3%) | loss: 6.007631 | lrm: 1.00 | dt: 230ms | tok/sec: 4,447 | mfu: 0.0% | epoch: 1 | remaining: 173s    
step 00558 (42.4%) | loss: 6.017945 | lrm: 1.00 | dt: 240ms | tok/sec: 4,272 | mfu: 0.0% | epoch: 1 | remaining: 173s    
step 00559 (42.4%) | loss: 6.035956 | lrm: 1.00 | dt: 241ms | tok/sec: 4,250 | mfu: 0.0% | epoch: 1 | remaining: 172s    
step 00560 (42.5%) | loss: 6.044740 | lrm: 1.00 | dt: 228ms | tok/sec: 4,488 | mfu: 0.0% | epoch: 1 | remaining: 172s    
step 00561 (42.6%) | loss: 6.023222 | lrm: 1.00 | dt: 222ms | tok/sec: 4,619 | mfu: 0.0% | epoch: 1 | remaining: 172s    
step 00562 (42.7%) | loss: 6.042803 | lrm: 1.00 | dt: 254ms | tok/sec: 4,030 | mfu: 0.0% | epoch: 1 | remaining: 172s    
step 00563 (42.8%) | loss: 6.016456 | lrm: 1.00 | dt: 210ms | tok/sec: 4,883 | mfu: 0.0% | epoch: 1 | remaining: 172s    
step 00564 (42.8%) | loss: 6.003955 | lrm: 1.00 | dt: 251ms | tok/sec: 4,086 | mfu: 0.0% | epoch: 1 | remaining: 171s    
step 00565 (42.9%) | loss: 6.023886 | lrm: 1.00 | dt: 218ms | tok/sec: 4,706 | mfu: 0.0% | epoch: 1 | remaining: 171s    
step 00566 (43.0%) | loss: 5.964421 | lrm: 1.00 | dt: 223ms | tok/sec: 4,584 | mfu: 0.0% | epoch: 1 | remaining: 171s    
step 00567 (43.1%) | loss: 5.978585 | lrm: 1.00 | dt: 227ms | tok/sec: 4,508 | mfu: 0.0% | epoch: 1 | remaining: 171s    
step 00568 (43.1%) | loss: 5.981579 | lrm: 1.00 | dt: 284ms | tok/sec: 3,606 | mfu: 0.0% | epoch: 1 | remaining: 170s    
step 00569 (43.2%) | loss: 5.974186 | lrm: 1.00 | dt: 221ms | tok/sec: 4,629 | mfu: 0.0% | epoch: 1 | remaining: 170s    
step 00570 (43.3%) | loss: 5.951705 | lrm: 1.00 | dt: 288ms | tok/sec: 3,555 | mfu: 0.0% | epoch: 1 | remaining: 170s    
step 00571 (43.4%) | loss: 6.010391 | lrm: 1.00 | dt: 266ms | tok/sec: 3,856 | mfu: 0.0% | epoch: 1 | remaining: 170s    
step 00572 (43.5%) | loss: 5.966829 | lrm: 1.00 | dt: 215ms | tok/sec: 4,755 | mfu: 0.0% | epoch: 1 | remaining: 169s    
step 00573 (43.6%) | loss: 6.005586 | lrm: 1.00 | dt: 278ms | tok/sec: 3,685 | mfu: 0.0% | epoch: 1 | remaining: 169s    
step 00574 (43.6%) | loss: 6.046940 | lrm: 1.00 | dt: 285ms | tok/sec: 3,589 | mfu: 0.0% | epoch: 1 | remaining: 169s    
step 00575 (43.7%) | loss: 6.068536 | lrm: 1.00 | dt: 217ms | tok/sec: 4,719 | mfu: 0.0% | epoch: 1 | remaining: 169s    
step 00576 (43.8%) | loss: 6.069366 | lrm: 1.00 | dt: 224ms | tok/sec: 4,581 | mfu: 0.0% | epoch: 1 | remaining: 168s    
step 00577 (43.9%) | loss: 6.066024 | lrm: 1.00 | dt: 246ms | tok/sec: 4,161 | mfu: 0.0% | epoch: 1 | remaining: 168s    
step 00578 (44.0%) | loss: 6.059804 | lrm: 1.00 | dt: 274ms | tok/sec: 3,730 | mfu: 0.0% | epoch: 1 | remaining: 168s    
step 00579 (44.1%) | loss: 6.093729 | lrm: 1.00 | dt: 272ms | tok/sec: 3,761 | mfu: 0.0% | epoch: 1 | remaining: 168s    
step 00580 (44.2%) | loss: 6.079591 | lrm: 1.00 | dt: 282ms | tok/sec: 3,625 | mfu: 0.0% | epoch: 1 | remaining: 167s    
step 00581 (44.2%) | loss: 6.101988 | lrm: 1.00 | dt: 247ms | tok/sec: 4,141 | mfu: 0.0% | epoch: 1 | remaining: 167s    
step 00582 (44.3%) | loss: 6.108684 | lrm: 1.00 | dt: 303ms | tok/sec: 3,381 | mfu: 0.0% | epoch: 1 | remaining: 167s    
step 00583 (44.4%) | loss: 6.045404 | lrm: 1.00 | dt: 233ms | tok/sec: 4,402 | mfu: 0.0% | epoch: 1 | remaining: 166s    
step 00584 (44.5%) | loss: 6.008760 | lrm: 1.00 | dt: 236ms | tok/sec: 4,330 | mfu: 0.0% | epoch: 1 | remaining: 166s    
step 00585 (44.6%) | loss: 6.042317 | lrm: 1.00 | dt: 222ms | tok/sec: 4,611 | mfu: 0.0% | epoch: 1 | remaining: 166s    
step 00586 (44.7%) | loss: 6.056462 | lrm: 1.00 | dt: 239ms | tok/sec: 4,284 | mfu: 0.0% | epoch: 1 | remaining: 166s    
step 00587 (44.7%) | loss: 6.055894 | lrm: 1.00 | dt: 264ms | tok/sec: 3,878 | mfu: 0.0% | epoch: 1 | remaining: 166s    
step 00588 (44.8%) | loss: 6.017487 | lrm: 1.00 | dt: 213ms | tok/sec: 4,814 | mfu: 0.0% | epoch: 1 | remaining: 165s    
step 00589 (44.9%) | loss: 6.003080 | lrm: 1.00 | dt: 216ms | tok/sec: 4,735 | mfu: 0.0% | epoch: 1 | remaining: 165s    
step 00590 (45.0%) | loss: 5.949279 | lrm: 1.00 | dt: 256ms | tok/sec: 4,006 | mfu: 0.0% | epoch: 1 | remaining: 165s    
step 00591 (45.1%) | loss: 5.963119 | lrm: 1.00 | dt: 214ms | tok/sec: 4,785 | mfu: 0.0% | epoch: 1 | remaining: 165s    
step 00592 (45.1%) | loss: 5.948944 | lrm: 1.00 | dt: 225ms | tok/sec: 4,542 | mfu: 0.0% | epoch: 1 | remaining: 164s    
step 00593 (45.2%) | loss: 5.999151 | lrm: 1.00 | dt: 217ms | tok/sec: 4,717 | mfu: 0.0% | epoch: 1 | remaining: 164s    
step 00594 (45.3%) | loss: 6.028735 | lrm: 1.00 | dt: 243ms | tok/sec: 4,219 | mfu: 0.0% | epoch: 1 | remaining: 164s    
step 00595 (45.4%) | loss: 6.006934 | lrm: 1.00 | dt: 329ms | tok/sec: 3,110 | mfu: 0.0% | epoch: 1 | remaining: 164s    
step 00596 (45.5%) | loss: 5.975571 | lrm: 1.00 | dt: 238ms | tok/sec: 4,301 | mfu: 0.0% | epoch: 1 | remaining: 163s    
step 00597 (45.5%) | loss: 5.910754 | lrm: 1.00 | dt: 225ms | tok/sec: 4,550 | mfu: 0.0% | epoch: 1 | remaining: 163s    
step 00598 (45.6%) | loss: 5.901016 | lrm: 1.00 | dt: 220ms | tok/sec: 4,649 | mfu: 0.0% | epoch: 1 | remaining: 163s    
step 00599 (45.7%) | loss: 5.862530 | lrm: 1.00 | dt: 237ms | tok/sec: 4,326 | mfu: 0.0% | epoch: 1 | remaining: 163s    
step 00600 (45.8%) | loss: 5.861680 | lrm: 1.00 | dt: 228ms | tok/sec: 4,486 | mfu: 0.0% | epoch: 1 | remaining: 162s    
step 00601 (45.9%) | loss: 5.867549 | lrm: 1.00 | dt: 220ms | tok/sec: 4,646 | mfu: 0.0% | epoch: 1 | remaining: 162s    
step 00602 (45.9%) | loss: 5.880744 | lrm: 1.00 | dt: 199ms | tok/sec: 5,157 | mfu: 0.0% | epoch: 1 | remaining: 162s    
step 00603 (46.0%) | loss: 5.889927 | lrm: 1.00 | dt: 207ms | tok/sec: 4,935 | mfu: 0.0% | epoch: 1 | remaining: 162s    
step 00604 (46.1%) | loss: 5.893344 | lrm: 1.00 | dt: 199ms | tok/sec: 5,144 | mfu: 0.0% | epoch: 1 | remaining: 162s    
step 00605 (46.1%) | loss: 5.830661 | lrm: 1.00 | dt: 227ms | tok/sec: 4,517 | mfu: 0.0% | epoch: 1 | remaining: 161s    
step 00606 (46.2%) | loss: 5.853148 | lrm: 1.00 | dt: 236ms | tok/sec: 4,342 | mfu: 0.0% | epoch: 1 | remaining: 161s    
step 00607 (46.3%) | loss: 5.888428 | lrm: 1.00 | dt: 224ms | tok/sec: 4,567 | mfu: 0.0% | epoch: 1 | remaining: 161s    
step 00608 (46.4%) | loss: 5.877444 | lrm: 1.00 | dt: 212ms | tok/sec: 4,824 | mfu: 0.0% | epoch: 1 | remaining: 161s    
step 00609 (46.4%) | loss: 5.884574 | lrm: 1.00 | dt: 244ms | tok/sec: 4,190 | mfu: 0.0% | epoch: 1 | remaining: 160s    
step 00610 (46.5%) | loss: 5.825165 | lrm: 1.00 | dt: 200ms | tok/sec: 5,122 | mfu: 0.0% | epoch: 1 | remaining: 160s    
step 00611 (46.6%) | loss: 5.823985 | lrm: 1.00 | dt: 197ms | tok/sec: 5,186 | mfu: 0.0% | epoch: 1 | remaining: 160s    
step 00612 (46.6%) | loss: 5.828974 | lrm: 1.00 | dt: 240ms | tok/sec: 4,274 | mfu: 0.0% | epoch: 1 | remaining: 160s    
step 00613 (46.7%) | loss: 5.827165 | lrm: 1.00 | dt: 228ms | tok/sec: 4,482 | mfu: 0.0% | epoch: 1 | remaining: 160s    
step 00614 (46.8%) | loss: 5.795658 | lrm: 1.00 | dt: 219ms | tok/sec: 4,682 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 00615 (46.9%) | loss: 5.789081 | lrm: 1.00 | dt: 224ms | tok/sec: 4,571 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 00616 (46.9%) | loss: 5.828128 | lrm: 1.00 | dt: 223ms | tok/sec: 4,588 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 00617 (47.0%) | loss: 5.794684 | lrm: 1.00 | dt: 236ms | tok/sec: 4,339 | mfu: 0.0% | epoch: 1 | remaining: 159s    
step 00618 (47.1%) | loss: 5.838546 | lrm: 1.00 | dt: 238ms | tok/sec: 4,301 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 00619 (47.2%) | loss: 5.830693 | lrm: 1.00 | dt: 200ms | tok/sec: 5,119 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 00620 (47.2%) | loss: 5.804186 | lrm: 1.00 | dt: 202ms | tok/sec: 5,068 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 00621 (47.3%) | loss: 5.867482 | lrm: 1.00 | dt: 217ms | tok/sec: 4,724 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 00622 (47.4%) | loss: 5.926187 | lrm: 1.00 | dt: 227ms | tok/sec: 4,506 | mfu: 0.0% | epoch: 1 | remaining: 158s    
step 00623 (47.5%) | loss: 5.910123 | lrm: 1.00 | dt: 201ms | tok/sec: 5,094 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 00624 (47.5%) | loss: 5.914434 | lrm: 1.00 | dt: 206ms | tok/sec: 4,967 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 00625 (47.6%) | loss: 5.929673 | lrm: 1.00 | dt: 248ms | tok/sec: 4,121 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 00626 (47.7%) | loss: 5.962830 | lrm: 1.00 | dt: 214ms | tok/sec: 4,793 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 00627 (47.7%) | loss: 5.940504 | lrm: 1.00 | dt: 206ms | tok/sec: 4,966 | mfu: 0.0% | epoch: 1 | remaining: 157s    
step 00628 (47.8%) | loss: 5.952993 | lrm: 1.00 | dt: 207ms | tok/sec: 4,944 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 00629 (47.9%) | loss: 5.978037 | lrm: 1.00 | dt: 222ms | tok/sec: 4,607 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 00630 (48.0%) | loss: 5.927963 | lrm: 1.00 | dt: 196ms | tok/sec: 5,220 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 00631 (48.0%) | loss: 5.953650 | lrm: 1.00 | dt: 216ms | tok/sec: 4,743 | mfu: 0.0% | epoch: 1 | remaining: 156s    
step 00632 (48.1%) | loss: 5.943682 | lrm: 1.00 | dt: 234ms | tok/sec: 4,374 | mfu: 0.0% | epoch: 1 | remaining: 155s    
step 00633 (48.2%) | loss: 5.895929 | lrm: 1.00 | dt: 197ms | tok/sec: 5,194 | mfu: 0.0% | epoch: 1 | remaining: 155s    
